,date,fees
296,2018-10-24,0.0769013716525147
297,2018-10-25,0.0886833251674016
298,2018-10-26,0.07852825873897419
299,2018-10-27,0.05783229508196721
300,2018-10-28,0.054231709304220305
301,2018-10-29,0.06991130747831778
302,2018-10-30,0.06997054443157372
303,2018-10-31,0.06876595744680851
304,2018-11-01,0.06701730103806228
305,2018-11-02,0.07311435162300214
306,2018-11-03,0.06487726752737376
307,2018-11-04,0.05784318219021116
308,2018-11-05,0.08282995884773663
309,2018-11-06,0.08387236147757256
310,2018-11-07,0.07614208984375
311,2018-11-08,0.09027167820639631
312,2018-11-09,0.0675403053685766
313,2018-11-10,0.04881531163095043
314,2018-11-11,0.045190328377716055
315,2018-11-12,0.07184475773780587
316,2018-11-13,0.07836210008203445
317,2018-11-14,0.09521495634985998
318,2018-11-15,0.10350139963774081
319,2018-11-16,0.08792348754448398
320,2018-11-17,0.06682493455497382
321,2018-11-18,0.07463760350706283
322,2018-11-19,0.10549024837472912
323,2018-11-20,0.10792468480424683
324,2018-11-21,0.08586897001303781
325,2018-11-22,0.08279251195777669
326,2018-11-23,0.08620771367870567
327,2018-11-24,0.07528942637685895
328,2018-11-25,0.08604696132596684
329,2018-11-26,0.0857919617855378
330,2018-11-27,0.08078348623853211
331,2018-11-28,0.10696332558911384
332,2018-11-29,0.12038180035941838
333,2018-11-30,0.1471440621898776
334,2018-12-01,0.09673402674591382
335,2018-12-02,0.08486866853654512
336,2018-12-03,0.09939416542350404
337,2018-12-04,0.10084384831925816
338,2018-12-05,0.10828785108858235
339,2018-12-06,0.08325957727873184
340,2018-12-07,0.08233523107836571
341,2018-12-08,0.05829619790801926
342,2018-12-09,0.05587239626045596
343,2018-12-10,0.0653970207253886
344,2018-12-11,0.06433238636363636
345,2018-12-12,0.060721856484529296
346,2018-12-13,0.07171510578973267
347,2018-12-14,0.09781809112071832
348,2018-12-15,0.05543025347506133
349,2018-12-16,0.05113843351548269
350,2018-12-17,0.06663961975895434
351,2018-12-18,0.11296587613035318
352,2018-12-19,0.07691554111813985
353,2018-12-20,0.07611600888433283
354,2018-12-21,0.07286911084461195
355,2018-12-22,0.05497232067510549
356,2018-12-23,0.06172429667519181
357,2018-12-24,0.07433727011979079
358,2018-12-25,0.07361488185017596
359,2018-12-26,0.08511071967790639
360,2018-12-27,0.05755082301035127
361,2018-12-28,0.06156712375148129
362,2018-12-29,0.05386812080536913
363,2018-12-30,0.09607169554875977
364,2018-12-31,0.05611433879412261
