,date,avg_fees
224,2018-08-13,0.13280536446666663
225,2018-08-14,0.19452812772058814
226,2018-08-15,0.13766021757763974
227,2018-08-16,0.1522005983544303
228,2018-08-17,0.16371216414473677
229,2018-08-18,0.10283322787499997
230,2018-08-19,0.11755766103448273
231,2018-08-20,0.1938155928666667
232,2018-08-21,0.16724510702702702
233,2018-08-22,0.15171362768750005
234,2018-08-23,0.12958637825503358
235,2018-08-24,0.13118878965753417
236,2018-08-25,0.15602315170370368
237,2018-08-26,0.16071101745664737
238,2018-08-27,0.17651785708108103
239,2018-08-28,0.2955128347712418
240,2018-08-29,0.17012606410071937
241,2018-08-30,0.1565001040909091
242,2018-08-31,0.16294374941935483
243,2018-09-01,0.12722994834437087
244,2018-09-02,0.11321747986111114
245,2018-09-03,0.1383054352083333
246,2018-09-04,0.19132172936507935
247,2018-09-05,0.24111611719696974
248,2018-09-06,0.20860040160000007
249,2018-09-07,0.18369703828947367
250,2018-09-08,0.12546250606666662
251,2018-09-09,0.11270115932515339
252,2018-09-10,0.14796402259259267
253,2018-09-11,0.16506882156028363
254,2018-09-12,0.14234769690476182
255,2018-09-13,0.13714890358108112
256,2018-09-14,0.16074947772727283
257,2018-09-15,0.11214254807142854
258,2018-09-16,0.09402987143884892
259,2018-09-17,0.12931612377777782
260,2018-09-18,0.13389918816901408
261,2018-09-19,0.10957278980769232
262,2018-09-20,0.11858395987012986
263,2018-09-21,0.1778652404166666
264,2018-09-22,0.12036110612903225
265,2018-09-23,0.0965158554666667
266,2018-09-24,0.10478677662162157
267,2018-09-25,0.12022113177514786
268,2018-09-26,0.14484795971223025
269,2018-09-27,0.16540913552447556
270,2018-09-28,0.18778087577922076
271,2018-09-29,0.1257030170394737
272,2018-09-30,0.09464998196319022
273,2018-10-01,0.13812244879746835
274,2018-10-02,0.1877568691240876
275,2018-10-03,0.14734127593103447
276,2018-10-04,0.12472775860000009
277,2018-10-05,0.16412863853846152
278,2018-10-06,0.14063011136000003
279,2018-10-07,0.09201913711267608
280,2018-10-08,0.12441480362962959
281,2018-10-09,0.12820245646153852
282,2018-10-10,0.10856900902777777
283,2018-10-11,0.11583148176100624
284,2018-10-12,0.13974134189393939
285,2018-10-13,0.09421819120567382
286,2018-10-14,0.10892850850877193
287,2018-10-15,0.14256802660493828
288,2018-10-16,0.14310686481481483
289,2018-10-17,0.1365947847826086
290,2018-10-18,0.130864215
291,2018-10-19,0.12435748070422535
292,2018-10-20,0.10017551132867134
293,2018-10-21,0.09031913253623185
294,2018-10-22,0.10773878580645163
295,2018-10-23,0.10768389558441559
296,2018-10-24,0.14992645592920362
297,2018-10-25,0.12802875854014603
298,2018-10-26,0.12528041335664342
299,2018-10-27,0.09629793816176466
300,2018-10-28,0.11795668500000002
301,2018-10-29,0.13427517739726025
302,2018-10-30,0.121892268961039
303,2018-10-31,0.10216130527607366
304,2018-11-01,0.11337265499999999
305,2018-11-02,0.12814488433566437
306,2018-11-03,0.08442143826086954
307,2018-11-04,0.10435595886178856
308,2018-11-05,0.12978284527777773
309,2018-11-06,0.14987443867187497
310,2018-11-07,0.15644931415384616
311,2018-11-08,0.17354466107438016
312,2018-11-09,0.17660603007874015
313,2018-11-10,0.12709314908396951
314,2018-11-11,0.09684785527397263
315,2018-11-12,0.13694283978571425
316,2018-11-13,0.15060426991666667
317,2018-11-14,0.1912842308888889
318,2018-11-15,0.3043400042519686
319,2018-11-16,0.29307376063492074
320,2018-11-17,0.1486275458620689
321,2018-11-18,0.14664607325203255
322,2018-11-19,0.3172181436507937
323,2018-11-20,0.5255125008333333
324,2018-11-21,0.4757158103809525
325,2018-11-22,0.32077227573770484
326,2018-11-23,0.29587469695999985
327,2018-11-24,0.21804179286713285
328,2018-11-25,0.25205612062992133
329,2018-11-26,0.3448559595495497
330,2018-11-27,0.28536737778625965
331,2018-11-28,0.3282832509322034
332,2018-11-29,0.42926076619047615
333,2018-11-30,0.4037437793069308
334,2018-12-01,0.2509460675
335,2018-12-02,0.20390660596491236
336,2018-12-03,0.27304077350877193
337,2018-12-04,0.22826153644927538
338,2018-12-05,0.20239309069230765
339,2018-12-06,0.2109311271851851
340,2018-12-07,0.2736434699122806
341,2018-12-08,0.15553042047244098
342,2018-12-09,0.131512409140625
343,2018-12-10,0.18526478887096787
344,2018-12-11,0.1865520879200001
345,2018-12-12,0.1863149290833333
346,2018-12-13,0.1686127036641222
347,2018-12-14,0.1718861802054794
348,2018-12-15,0.12330994201342282
349,2018-12-16,0.12911958791304354
350,2018-12-17,0.1310969460625
351,2018-12-18,0.20764334796875009
352,2018-12-19,0.22100392375838926
353,2018-12-20,0.204652339925926
354,2018-12-21,0.22113572257142858
355,2018-12-22,0.10729407320000003
356,2018-12-23,0.0877813888068182
357,2018-12-24,0.15142862480263158
358,2018-12-25,0.1150109355345912
359,2018-12-26,0.10335419987261146
360,2018-12-27,0.0972218301724138
361,2018-12-28,0.10760891664670659
362,2018-12-29,0.11096022514492757
363,2018-12-30,0.07904022761363633
364,2018-12-31,0.10263502483870972
