year,month,state,price,,,,,,,,,,,,,,,,,,,,
2018,9,MO,10.98,,,,,,,,,,,,,,,,,,,,
2018,9,MS,10.86,,,,,,,,,,,,,,,,,,,,
2018,9,MT,11.78,,,,,,,,,,,,,,,,,,,,
2018,9,NC,11.60,,,,,,,,,,,,,,,,,,,,
2018,9,ND,12.23,,,,,,,,,,,,,,,,,,,,
2018,9,NE,12.28,,,,,,,,,,,,,,,,,,,,
2018,9,NH,19.87,,,,,,,,,,,,,,,,,,,,
2018,9,NJ,15.53,,,,,,,,,,,,,,,,,,,,
2018,9,NM,13.10,,,,,,,,,,,,,,,,,,,,
2018,9,NV,11.72,,,,,,,,,,,,,,,,,,,,
2018,9,NY,19.28,,,,,,,,,,,,,,,,,,,,
2018,9,OH,11.39,,,,,,,,,,,,,,,,,,,,
2018,9,OK,10.85,,,,,,,,,,,,,,,,,,,,
2018,9,OR,11.29,,,,,,,,,,,,,,,,,,,,
2018,9,PA,13.76,,,,,,,,,,,,,,,,,,,,
2018,9,RI,22.32,,,,,,,,,,,,,,,,,,,,
2018,9,SC,12.37,,,,,,,,,,,,,,,,,,,,
2018,9,SD,12.83,,,,,,,,,,,,,,,,,,,,
2018,9,TN,10.59,,,,,,,,,,,,,,,,,,,,
2018,9,TX,11.59,,,,,,,,,,,,,,,,,,,,
2018,9,UT,10.62,,,,,,,,,,,,,,,,,,,,
2018,9,VA,12.08,,,,,,,,,,,,,,,,,,,,
2018,9,VT,17.95,,,,,,,,,,,,,,,,,,,,
2018,9,WA,9.91,,,,,,,,,,,,,,,,,,,,
2018,9,WI,14.88,,,,,,,,,,,,,,,,,,,,
2018,9,WV,11.24,,,,,,,,,,,,,,,,,,,,
2018,9,WY,12.23,,,,,,,,,,,,,,,,,,,,
2018,10,AK,22.51,,,,,,,,,,,,,,,,,,,,
2018,10,AL,12.42,,,,,,,,,,,,,,,,,,,,
2018,10,AR,9.34,,,,,,,,,,,,,,,,,,,,
2018,10,AZ,13.26,,,,,,,,,,,,,,,,,,,,
2018,10,CA,15.73,,,,,,,,,,,,,,,,,,,,
2018,10,CO,12.27,,,,,,,,,,,,,,,,,,,,
2018,10,CT,21.87,,,,,,,,,,,,,,,,,,,,
2018,10,DC,13.60,,,,,,,,,,,,,,,,,,,,
2018,10,DE,13.89,,,,,,,,,,,,,,,,,,,,
2018,10,FL,11.67,,,,,,,,,,,,,,,,,,,,
2018,10,GA,10.97,,,,,,,,,,,,,,,,,,,,
2018,10,HI,32.46,,,,,,,,,,,,,,,,,,,,
2018,10,IA,12.82,,,,,,,,,,,,,,,,,,,,
2018,10,ID,10.33,,,,,,,,,,,,,,,,,,,,
2018,10,IL,13.23,,,,,,,,,,,,,,,,,,,,
2018,10,IN,12.39,,,,,,,,,,,,,,,,,,,,
2018,10,KS,13.32,,,,,,,,,,,,,,,,,,,,
2018,10,KY,10.77,,,,,,,,,,,,,,,,,,,,
2018,10,LA,9.11,,,,,,,,,,,,,,,,,,,,
2018,10,MA,21.28,,,,,,,,,,,,,,,,,,,,
2018,10,MD,14.19,,,,,,,,,,,,,,,,,,,,
2018,10,ME,16.47,,,,,,,,,,,,,,,,,,,,
2018,10,MI,15.42,,,,,,,,,,,,,,,,,,,,
2018,10,MN,13.72,,,,,,,,,,,,,,,,,,,,
2018,10,MO,10.71,,,,,,,,,,,,,,,,,,,,
2018,10,MS,11.23,,,,,,,,,,,,,,,,,,,,
2018,10,MT,11.48,,,,,,,,,,,,,,,,,,,,
2018,10,NC,11.95,,,,,,,,,,,,,,,,,,,,
2018,10,ND,10.83,,,,,,,,,,,,,,,,,,,,
2018,10,NE,11.23,,,,,,,,,,,,,,,,,,,,
2018,10,NH,20.23,,,,,,,,,,,,,,,,,,,,
2018,10,NJ,14.96,,,,,,,,,,,,,,,,,,,,
2018,10,NM,12.97,,,,,,,,,,,,,,,,,,,,
2018,10,NV,12.16,,,,,,,,,,,,,,,,,,,,
2018,10,NY,19.29,,,,,,,,,,,,,,,,,,,,
2018,10,OH,12.48,,,,,,,,,,,,,,,,,,,,
2018,10,OK,11.00,,,,,,,,,,,,,,,,,,,,
2018,10,OR,11.24,,,,,,,,,,,,,,,,,,,,
2018,10,PA,14.10,,,,,,,,,,,,,,,,,,,,
2018,10,RI,21.47,,,,,,,,,,,,,,,,,,,,
2018,10,SC,12.43,,,,,,,,,,,,,,,,,,,,
2018,10,SD,12.35,,,,,,,,,,,,,,,,,,,,
2018,10,TN,10.70,,,,,,,,,,,,,,,,,,,,
2018,10,TX,11.69,,,,,,,,,,,,,,,,,,,,
2018,10,UT,10.32,,,,,,,,,,,,,,,,,,,,
2018,10,VA,11.90,,,,,,,,,,,,,,,,,,,,
2018,10,VT,18.42,,,,,,,,,,,,,,,,,,,,
2018,10,WA,9.68,,,,,,,,,,,,,,,,,,,,
2018,10,WI,14.94,,,,,,,,,,,,,,,,,,,,
2018,10,WV,11.27,,,,,,,,,,,,,,,,,,,,
2018,10,WY,11.08,,,,,,,,,,,,,,,,,,,,
2018,11,AK,21.81,,,,,,,,,,,,,,,,,,,,
2018,11,AL,12.14,,,,,,,,,,,,,,,,,,,,
2018,11,AR,9.64,,,,,,,,,,,,,,,,,,,,
2018,11,AZ,12.65,,,,,,,,,,,,,,,,,,,,
2018,11,CA,19.53,,,,,,,,,,,,,,,,,,,,
2018,11,CO,12.12,,,,,,,,,,,,,,,,,,,,
2018,11,CT,21.16,,,,,,,,,,,,,,,,,,,,
2018,11,DC,13.84,,,,,,,,,,,,,,,,,,,,
2018,11,DE,13.10,,,,,,,,,,,,,,,,,,,,
2018,11,FL,12.14,,,,,,,,,,,,,,,,,,,,
2018,11,GA,10.82,,,,,,,,,,,,,,,,,,,,
2018,11,HI,33.82,,,,,,,,,,,,,,,,,,,,
2018,11,IA,12.15,,,,,,,,,,,,,,,,,,,,
2018,11,ID,9.58,,,,,,,,,,,,,,,,,,,,
2018,11,IL,13.25,,,,,,,,,,,,,,,,,,,,
2018,11,IN,12.38,,,,,,,,,,,,,,,,,,,,
2018,11,KS,12.97,,,,,,,,,,,,,,,,,,,,
2018,11,KY,10.73,,,,,,,,,,,,,,,,,,,,
2018,11,LA,9.09,,,,,,,,,,,,,,,,,,,,
2018,11,MA,21.27,,,,,,,,,,,,,,,,,,,,
2018,11,MD,13.11,,,,,,,,,,,,,,,,,,,,
2018,11,ME,16.38,,,,,,,,,,,,,,,,,,,,
2018,11,MI,15.12,,,,,,,,,,,,,,,,,,,,
2018,11,MN,13.10,,,,,,,,,,,,,,,,,,,,
2018,11,MO,10.06,,,,,,,,,,,,,,,,,,,,
2018,11,MS,11.58,,,,,,,,,,,,,,,,,,,,
2018,11,MT,11.07,,,,,,,,,,,,,,,,,,,,
2018,11,NC,11.29,,,,,,,,,,,,,,,,,,,,
2018,11,ND,9.89,,,,,,,,,,,,,,,,,,,,
2018,11,NE,10.60,,,,,,,,,,,,,,,,,,,,
2018,11,NH,20.08,,,,,,,,,,,,,,,,,,,,
2018,11,NJ,15.04,,,,,,,,,,,,,,,,,,,,
2018,11,NM,12.30,,,,,,,,,,,,,,,,,,,,
2018,11,NV,12.12,,,,,,,,,,,,,,,,,,,,
2018,11,NY,18.17,,,,,,,,,,,,,,,,,,,,
2018,11,OH,12.37,,,,,,,,,,,,,,,,,,,,
2018,11,OK,9.92,,,,,,,,,,,,,,,,,,,,
2018,11,OR,10.95,,,,,,,,,,,,,,,,,,,,
2018,11,PA,13.93,,,,,,,,,,,,,,,,,,,,
2018,11,RI,21.74,,,,,,,,,,,,,,,,,,,,
2018,11,SC,12.36,,,,,,,,,,,,,,,,,,,,
2018,11,SD,11.28,,,,,,,,,,,,,,,,,,,,
2018,11,TN,11.06,,,,,,,,,,,,,,,,,,,,
2018,11,TX,11.81,,,,,,,,,,,,,,,,,,,,
2018,11,UT,10.03,,,,,,,,,,,,,,,,,,,,
2018,11,VA,11.65,,,,,,,,,,,,,,,,,,,,
2018,11,VT,18.22,,,,,,,,,,,,,,,,,,,,
2018,11,WA,9.46,,,,,,,,,,,,,,,,,,,,
2018,11,WI,14.29,,,,,,,,,,,,,,,,,,,,
2018,11,WV,11.24,,,,,,,,,,,,,,,,,,,,
2018,11,WY,11.05,,,,,,,,,,,,,,,,,,,,
2018,12,AK,21.99,,,,,,,,,,,,,,,,,,,,
2018,12,AL,11.62,,,,,,,,,,,,,,,,,,,,
2018,12,AR,9.01,,,,,,,,,,,,,,,,,,,,
2018,12,AZ,12.26,,,,,,,,,,,,,,,,,,,,
2018,12,CA,19.44,,,,,,,,,,,,,,,,,,,,
2018,12,CO,11.90,,,,,,,,,,,,,,,,,,,,
2018,12,CT,20.84,,,,,,,,,,,,,,,,,,,,
2018,12,DC,13.15,,,,,,,,,,,,,,,,,,,,
2018,12,DE,12.27,,,,,,,,,,,,,,,,,,,,
2018,12,FL,11.86,,,,,,,,,,,,,,,,,,,,
2018,12,GA,9.29,,,,,,,,,,,,,,,,,,,,
2018,12,HI,34.43,,,,,,,,,,,,,,,,,,,,
2018,12,IA,11.08,,,,,,,,,,,,,,,,,,,,
2018,12,ID,9.83,,,,,,,,,,,,,,,,,,,,
2018,12,IL,12.30,,,,,,,,,,,,,,,,,,,,
2018,12,IN,11.89,,,,,,,,,,,,,,,,,,,,
2018,12,KS,11.96,,,,,,,,,,,,,,,,,,,,
2018,12,KY,10.36,,,,,,,,,,,,,,,,,,,,
2018,12,LA,9.01,,,,,,,,,,,,,,,,,,,,
2018,12,MA,21.99,,,,,,,,,,,,,,,,,,,,
2018,12,MD,13.24,,,,,,,,,,,,,,,,,,,,
2018,12,ME,16.11,,,,,,,,,,,,,,,,,,,,
2018,12,MI,15.10,,,,,,,,,,,,,,,,,,,,
2018,12,MN,12.87,,,,,,,,,,,,,,,,,,,,
2018,12,MO,9.54,,,,,,,,,,,,,,,,,,,,
2018,12,MS,11.12,,,,,,,,,,,,,,,,,,,,
2018,12,MT,10.93,,,,,,,,,,,,,,,,,,,,
2018,12,NC,10.78,,,,,,,,,,,,,,,,,,,,
2018,12,ND,9.54,,,,,,,,,,,,,,,,,,,,
2018,12,NE,9.81,,,,,,,,,,,,,,,,,,,,
2018,12,NH,19.78,,,,,,,,,,,,,,,,,,,,
2018,12,NJ,15.45,,,,,,,,,,,,,,,,,,,,
2018,12,NM,12.04,,,,,,,,,,,,,,,,,,,,
2018,12,NV,11.72,,,,,,,,,,,,,,,,,,,,
2018,12,NY,17.34,,,,,,,,,,,,,,,,,,,,
2018,12,OH,12.00,,,,,,,,,,,,,,,,,,,,
2018,12,OK,9.02,,,,,,,,,,,,,,,,,,,,
2018,12,OR,10.68,,,,,,,,,,,,,,,,,,,,
2018,12,PA,13.58,,,,,,,,,,,,,,,,,,,,
2018,12,RI,22.51,,,,,,,,,,,,,,,,,,,,
2018,12,SC,11.77,,,,,,,,,,,,,,,,,,,,
2018,12,SD,11.05,,,,,,,,,,,,,,,,,,,,
2018,12,TN,10.72,,,,,,,,,,,,,,,,,,,,
2018,12,TX,11.22,,,,,,,,,,,,,,,,,,,,
2018,12,UT,9.97,,,,,,,,,,,,,,,,,,,,
2018,12,VA,11.01,,,,,,,,,,,,,,,,,,,,
2018,12,VT,18.06,,,,,,,,,,,,,,,,,,,,
2018,12,WA,9.35,,,,,,,,,,,,,,,,,,,,
2018,12,WI,14.06,,,,,,,,,,,,,,,,,,,,
2018,12,WV,10.41,,,,,,,,,,,,,,,,,,,,
2018,12,WY,10.84,,,,,,,,,,,,,,,,,,,,
